,funny,useful,review_id,text,business_id,ID_bus,stars,date,user_id,cool,polarity,subjectivity,sandwiches_sentiscore,sandwiches_total_business_score
233,0,1,Sar0zq421KQiRAy4aJRRdA,love coming here quick lunch tanya favorite server takes such good care customers they have good selection food from pizza sandwiches appetizers wings more,w6frk94BwGwxenre_zeXUg,w6frk94BwGwxenre_zeXUg,4,41908.784097222226,xbKjuVh3LR_O7B92HSczPg,1,0.46190476190476193,0.6142857142857144,0.0,0.0
237,0,2,IZN0NEUV7K-hfPT9Pxpr4w,heard about this place from some friends when showed their place there heaven delivered again last night still damn good chicken alfredo pizza amazing just right amount everything moist chicken alfredo sauce spinach parmesan nothing overwhelming rich queen margherita basil tomatoes buffalo mozzarella could have eaten entire myself prices with what youd expect pizza worth crust isnt greasy perfect they have other things sandwiches salads havent ventured beyond pizza section menu they deliver sadly live blocks south point,7eQoxWr9RzyCB9IFvqHUPA,7eQoxWr9RzyCB9IFvqHUPA,4,39579.63251157408,CYermXzVz9xmpwDM26vS2A,1,0.19785214785214786,0.6424908424908424,0.0,0.022222222222222223
265,18,30,9k71Z-4r78DWqmWULVHBTQ,italian choice husband picked deflacos dinner twice weeks were pleased after first visit that went back much after this place great that they have made order sandwiches pastas pizzas also wide selection groceries first time went friday night packed even though line long time took order also food reasonable decided grilled veggie sandwich penne mostaccioli side salad husband calzone tortellini salad side salad sandwich side salads were both very colorful tasted great think sandwich would have benefited from having herbed mayonnaise inside sandwich instead really flavor veggies honestly should have just asked extra side since always like there generous amount spread sauce still enjoyed hesitant ordering penne side salad because salami pepperoni meats didnt have strong flavor though wasnt even able tell that pasta salad meat until pieces salami pepperoni very good tortellini side salad equally good this well didnt have super strong flavor recommend either pick with tortellini husband enjoyed calzone much that both times were there first time with mushrooms second time with sausage mushrooms calzone really cheesy quite toppings best part though opinion marinara sauce that came with good gotten margarita pizza second time even huge literally able three meals enjoyed flavors that were this wouldnt number place pizza interested trying just cheese pizza with toppings white pizza overall stars flavors ease ordering good service especially considering grocery store them bring fettuccini alfredo lasagna other tables they looked amazing cant wait back their other menu options,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,5,42798.68035879629,CjhTdmN6qWEKC7Zo6qadow,30,0.30238095238095236,0.4865079365079365,0.0,0.14999999999999997
268,0,0,PP9jpEBSJM1lMpCl1C-oMA,green love thee count ways vegan have plethora choices from have worry about what made with vegan tsoynamis said vegan crab puffs have specials that change time just wish would make about these specials permanent menu items love some them much depresses when they longer available example chicken schwarma wrap would kill that menu favorite thing ever most your staff some coolest people ever always remember nice when staff remember your favorite specials also helps that husband have been here least times last year dont just make choose from measly salads have sandwiches pizza pasta bowls appetizers chicken mexicali burgers greatest things ever relatively close house dont have trek miles there decide want have worry about making before close have store market where feel need pick vegan cheese there tons reasons here whether vegan have this place amazing matter what menu will disappointed,5FIOXmUE3qMviX9GafGH-Q,5FIOXmUE3qMviX9GafGH-Q,5,40624.97804398148,LHdpvgOYNQj4Jo-K51Bf6g,0,0.12685185185185185,0.637962962962963,-0.002777777777777778,-0.002777777777777778
381,0,1,pycd3I8nzPANjiGFB5VhvA,this place unbelievable great lunch spot great deli been going here years mostly because their sandwiches good chicken cutlet cheese steak chicken pesto sandwich awesome they started making pizza which equally good friendly staff seriously dont like this place dont want friends with,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,5,40723.87699074074,5UOaNS7wd1DJntUI2EGlFw,0,0.281060606060606,0.7515151515151515,0.002777777777777778,0.14999999999999997
389,0,1,cFj_j03iKBWwqH6pPEnl4g,know youre trouble when hungry immediately yelp find where going havent done wrong yelp recommending pita jungle today lunch baba ghanoush pita pizza there plenty left take home pizza gone almost instant lets debate this classic chicago york style this pita with pizza toppings brain surgery ingredients were what made meal fresh spinach previously frozen tomatoes were firm juicy mushrooms were there touch feta just right pizza spices small pita bread small thats cool just because want like doesnt mean shouldall assorted staff approached were friendly service quick will back falafel pesto pizza macro platter couple other sandwiches that looked good,p-8AMN9Q0qwym-3Pdle20Q,p-8AMN9Q0qwym-3Pdle20Q,4,39788.012604166666,rzq5nqG2NG13o3ISxJSrsQ,1,0.028141534391534377,0.42490079365079364,0.002777777777777778,0.008333333333333333
403,0,1,6OvCsdTgIoajeYutg5S3tA,bianco restaurants italian restaurant favorite best three worlds pizza pasta sandwiches with familiar chris bianco style fresh local ingredients food made from beginning house would definitely worst thing about restaurant trying decide what want could always what though with people love share three things went lunch joshs foraging fowls chicken salad with fingerling potato salad house made mozzarella prosciutto parma special which included fresh made orecchiette pasta with sausage this definitely those meals where know what first because werent sure which dish wanted last longest chef john hall also great addition newest bianco restaurant since farm table background right line with restaurants concept hiring definitely smart move their behalf sincerely looking forward next meal favorite phoenix restaurants,cs1qJvnWUg_f8g020z_3PQ,cs1qJvnWUg_f8g020z_3PQ,5,41327.975694444445,I9u3--BSibni1RAqK1MSmw,0,0.2277210884353741,0.5304232804232804,0.0,0.011111111111111112
440,4,6,132BGmD5yiQICPSOACOQNA,desperate need happy hour last week after running through regular choices kristin melissa suggested that maizies first arrive scored limited parking spots front greeted warmly multiple staff members escorted table back love quaint modern space exactly design aesthetic that enjoy their menu large inviting sandwiches burgers pizzas salads perfect casual cuisine happy hour wine select appetizers draft only their standard starters were excluded happy hour special which still leaves with least choices settled spinach salsa pesto bruchetta spinach came piping which foolishly burned tongue forgiven with cold glass riesling also tried their soup which french onion delish left wanting more dont know three glasses wine fact that maizies that good raved home husband promised take there soon,NPiLy71qqXzb45k9eQOgCQ,NPiLy71qqXzb45k9eQOgCQ,4,39791.051712962966,YX98pz7G4n0wqMmyfmxYuQ,5,0.18076923076923074,0.4860171879402649,0.0,0.016666666666666666
479,1,3,dszoPzf6umeHmCCn5JBnKA,barrows good feel best chain pizza joint town lunch specials kick huge slices drink door great salad sandwiches well pizza sauce good work here when teenager know they make dough sauce house everyday hope barros takes over those other horrible pizza places dominos papa johns pizza still have know idea those places open dont know anyone that crap they have crap pizza high prices barros this place rocks like cheese then extra large over pound cheese more sauce person yeah they have wings,yvJqxVTO_qwRGLMtUrqzQw,yvJqxVTO_qwRGLMtUrqzQw,4,40190.04258101852,aRub-nsvr8bxFfpxsybcrQ,2,0.1032857142857143,0.5862380952380951,0.005555555555555556,0.005555555555555556
507,0,0,yFArzPJ_qK_qVGGdTiMeEw,cute little house been converted into cafe little bartender super nice greeted soon walked arrived friday night there acoustic performer that made feel like coffee shop dont fooled that since this place offers variety beers other drinks menu ranges from sandwiches appetizers pizza pizzas nothing great fancy sandwiches werent either what made great bartender super nice suggested drinks food group thing remember cant your debit credit card cash only,wHq1efQVz17338k_aUOX3w,wHq1efQVz17338k_aUOX3w,3,43010.57996527778,Xb-dGi0iPSNz4qtEDLm8Sw,0,0.2972222222222223,0.6840277777777777,0.005555555555555556,0.03333333333333333
518,1,2,pqK6aFMnAJMCIsNz-qK_Aw,east coast transplant have been search authentic italian imported goods from italy score defalcos italian grocery cafe with salads pizza sandwiches cold pasta soups that made order they have delicious pastry cold case with lemon bars cannolis various italian desserts biscottis made fresh daily their mozzarella seating limited best place group meet there more room back patio after travelling throughout italy there certain staple products that love hooray they here whether cheeses meats packaged pasta canned tomatoes almond syrup youre sure come across some great finds small store actually looks like could italy with their available space definitely worth trip imported beer beverages available,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,5,42344.23465277778,7kMfuFh7h8PYbcHrqSyqZg,1,0.2127329192546584,0.43057280883367843,-0.002777777777777778,0.14999999999999997
526,0,0,mQgLs7_FDU6A6ItQ5sck6w,oreganos have become chain still always feels like local restaurant amazing food huge portions always will have lunch next their pizzas thin crust really tasty dont forget oreganos favorite salad their sandwiches recommendations veggie wedgy italian above else must much dinner that full dessert their pizza cookie missed,dUffgo9Lh_Vk9TLuFR5ywg,dUffgo9Lh_Vk9TLuFR5ywg,5,42657.891388888886,qN-Hw7ocriLHamOyCCrNzg,0,0.16818181818181818,0.4272727272727273,0.005555555555555556,0.03333333333333333
539,0,0,dtQyEV9M8zcpD6gy80pKTw,sandwiches very tasty liked every that tried pizza last time were there likely will ever ordered again maybe pasta dish next time there,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,4,40369.84278935185,niKu4se6xtf-ctlm0udr1w,0,0.16,0.4333333333333334,0.002777777777777778,0.14999999999999997
559,21,23,B_2ter_86oq-s8xW0ARySA,defalcos rates five stars because every dish menu that have tried tastes fabulous found defalcos first week during initial scouting trip arizona years after first taste their chicken parmigiana sandwich hooked love meatball sandwich well favorite definitely italian sausage served with roasted green peppers onions with marinara sauce roll your choice talk about foodie nirvana italian sausage sandwich does keep coming here because food excellent pricing reasonable time family members ordered half sandwiches same item they gave full sandwich pricing which discount from half sandwich pricing they didnt have that thats just ways that they look their customers this place gets really busy challenge find seating during busy lunch dinner hours they also have thriving deli these days pizza,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,5,41638.728414351855,yrGIgk5eaWy-eewLNv4KHQ,23,0.13981481481481486,0.42916666666666664,0.0,0.14999999999999997
601,1,2,X4DoPT-8biMiwCVrbUBdKA,could write long review list every detail just give straight simple best wings excellent pasta great pizza amazing garlic bread great sandwiches ridiculous service good what more could really would drive from cali have some this stuff again amazing,dUffgo9Lh_Vk9TLuFR5ywg,dUffgo9Lh_Vk9TLuFR5ywg,5,40973.7578125,tIVXSfOzelq6Tm4rwd2mAw,1,0.4628205128205129,0.6197802197802198,0.002777777777777778,0.03333333333333333
605,0,0,8NOuqyzy3-OivrZRMNHZmA,love this place fresh made order subs sandwiches eggplant parmesan awesome crispy with great marina cheese like heavy overbaked trays eggplant parmesan thats usually soggy have with only that great gravy messy nice deli counter very friendly staff brick oven pizza counter fresh imported cheeses assorted fresh dried pastas nice market,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,5,42110.29736111111,mTkb1ftNK7GwIl5s0dgMdA,0,0.32249999999999995,0.6666666666666666,0.002777777777777778,0.14999999999999997
610,0,0,CcJ5alw0MtCJi8YXxNvE1g,husband obsessed with this place love pizza their subs good size prices great tried their pastas mind blown personally like sandwiches pizzas dessert their philly cheese steak delicious husband loves their pizza also their cheesecake tiramisu they expensive cant wait have date night again miss tiramisu give this place wont disappointed,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,5,43206.89680555555,RZvFoL87yHv3fADFTi5Y7g,0,0.15625,0.7125,0.002777777777777778,0.14999999999999997
691,3,5,,green amazing best veggie vegan restaurant have ever been atmosphere food great highly recommend chicken sandwich they have special espresso sauce thyme fries also really really amazing this healthy veggie place they have asian dishes most their dishes comfort food they have vegan pizzas chicken sandwiches meatball sandwiches fries buffalo wings type stuff most vegetarians vegas crave know sick eating pasta veggie burgers time regular type foods again without spending hours cooking them fortunately live about five minutes from here keep going back trying more items,5FIOXmUE3qMviX9GafGH-Q,5FIOXmUE3qMviX9GafGH-Q,5,39685.995787037034,rA97zeqOrUYuEM69n0Xn4w,4,0.19662337662337662,0.5330830280830281,0.0,-0.002777777777777778
707,0,0,yjbItiWyaE3hqOQPoFTmyw,under ownership things have improved greatly awesome customer service wings still great actually have improved slight price increases didnt there regular regular basis would even noticed owner very customer oriented that shows staff said wings excellent subs sandwiches very good have pizza talking folks have they pretty good fish that awesome remember this place national chain your supporting local business money stays local communities stuffing some corporate wigs pockets,88QR1e2mFNd6Gt3BI1PNpw,88QR1e2mFNd6Gt3BI1PNpw,5,43184.8344212963,BgyTfbIkXqzizi4IihzwOA,0,0.37145833333333333,0.4437820512820513,0.005555555555555556,0.011111111111111112
718,1,1,,what about green well pretty awesome place start gone there quite times since going vegetarian first visit shocked foods mimicked actually tasted better green provides sorts different menu items they have rice noodles bowls with mock meats tofu salads burgers sandwiches mini pizzas delicious soynamis which their based cream delicious they have specials well want follow them twitter like them facebook green also gives selection side items including fries tahini coleslawa favorite pasta many come with main item meal they also include appetizers including artichoke gratine which yummy with chips vegan chilli fries crab puffsanother favorite boneless wings with their homemade vegan ranch dressing only unfortunate thing that both times their wings they have been salty kind ruins things there youre going there first time must their sandwiches huge their secret chickn sandwich messy satisfying almost creepy well imitates real chicken sandwich guiltfree deliciously crafted this sandwich will down boyfriend also into argetine which steaky taste mock meat type sandwich that will sure make your mouth water have their noodle bowls with mock beef sweet sour flavor filling their sandwiches maybe because didnt think there enough noodles theyre pretty good place itself pretty hipster artsy feel vibe many times there will artwork sale contests going definately cool environment they have couple couches great place dine bring your friends really waiter waitress type thing grab menu line order what want counter then they bring when ready most time ready rather quickly dont have worry about flagging down waitress waiter need anything green also hosted think annual thankliving last year that went first time that delicious vegan thanksgiving plate that included everything could imagine thanksgiving veganized delicious definitely event dont want miss love this place comfort food best just vegans swear even youre herbivore will love green,5FIOXmUE3qMviX9GafGH-Q,5FIOXmUE3qMviX9GafGH-Q,5,40624.2796875,VMMb0TJtYVRnicZn_u4FDQ,1,0.23616161616161616,0.6166666666666665,0.0,-0.002777777777777778
719,0,2,KNrYQcpaXw4DbIv4B5uDUQ,quaint sufficient cafe located ground floor university phoenix building fair prices decent customer service adequate selections fresh packaged food already prepared ready serve quick bite food replenishment every week rotates between different menus quite common spot culturally rich entree from time time this welcomed break from monotonous menu that have become overly accustomed house specialities that bistro offers personal pizzas burgers sandwiches salads they also offer decent breakfast menu well such burritos combo plates bagels fresh fruit parfaits there ample seating with hallway that contains chairs booths other fairly large dining area with wide tables that provide sufficient environment colleague discussions kudos board games that corner bistro excellent place which only receives star rating solely quality food ingredients when take price factor into consideration bistro away opportune setting well deserved break,jAO8qYbiYZNbmhK8Knr9Mg,jAO8qYbiYZNbmhK8Knr9Mg,4,42965.15403935185,D3GeQgpvMLwZCCHHdvyqaA,3,0.19285714285714284,0.5484335839598998,0.0,0.0
751,0,1,vGpWwxHhepx1ecxMZvDpaA,oreganos much more needs said food always consistent wait good food with fantastically large portion sizes decent prices super great casual date night take whole family first times didnt venture from pizza that have been many times their pasta delicious along with their lasagnas sandwiches cant wrong,dUffgo9Lh_Vk9TLuFR5ywg,dUffgo9Lh_Vk9TLuFR5ywg,4,42373.96534722222,bqZ4gpGRgZHRfaqII1w04g,0,0.30109890109890114,0.6047619047619048,-0.002777777777777778,0.03333333333333333
822,15,23,dmR27zOdemxE0aaJvuo3nw,corleones still best philly cheese steak west schuylkill river came here this evening with oldest enjoy tasty treat tuesday nights bogo sandwiches been while since both were here together father daughter bonding exercise ordered same thing except differently beef chicken cheese fries chaser both were delicious must getting since each took half home much enjoy cheese steaks weve found their pizza outstanding that thin east coast floppy cheese then this your piece heaven noted both nypd rays good nearby this genuine slice enjoy,Hpi9raHlFm6prTSzFHTurg,Hpi9raHlFm6prTSzFHTurg,4,42956.20559027778,A0j21z2Q1HGic7jW6e9h7A,22,0.27948717948717944,0.5743589743589742,0.0,0.002777777777777778
824,0,1,hBK9egLyci3WgWxWnN71zQ,super super really really this place super teeny inside family pizzas sooooooooooo delicious thin crust greasy delicious baked bread mmmmmmmmmmmmm love this places pizza cant wait entrees sandwiches that they have,EgwGTDZ705TwudPJwAY0yQ,EgwGTDZ705TwudPJwAY0yQ,5,39962.20107638889,OPN-dDUBkH7uH-G8nOnskg,0,0.41250000000000003,0.7062499999999999,0.0,0.0
832,0,0,vwRK_0cGKEAi4PLQZLdC0g,love coming here quick lunch tanya favorite server takes such good care customers they have good selection food from pizza sandwiches appetizers wings more,w6frk94BwGwxenre_zeXUg,w6frk94BwGwxenre_zeXUg,4,41909.97149305556,xbKjuVh3LR_O7B92HSczPg,0,0.46190476190476193,0.6142857142857144,0.0,0.0
909,0,0,Dd1Tbe2TC_mDm94du_krJA,gluten free paradise here arcadia been here times this week everything good cinnamon rolls donuts sandwiches pizza gluten free phoenix this must your next stop just make sure there before afternoon they close weekends weekdays,Q9is4jcGh5FT_1sAKilu6g,Q9is4jcGh5FT_1sAKilu6g,5,41751.72692129629,YNsdkm5VdyijkjMCecs8VA,0,0.4,0.6177777777777778,0.002777777777777778,0.002777777777777778
941,0,0,sNsl9Vzk3J3Jarv3b_4GbA,good long know order correctly example sandwiches good pizza much spaghetti meatballs came with meatballso greatbut cannoli good anyways potential menu just impossible great with many options,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,2,43348.172106481485,w3mIfG5-WEx1RmF8WXxYtQ,0,0.3203703703703704,0.6277777777777778,0.005555555555555556,0.14999999999999997
943,2,2,ypmhY3iUsjQ0xQuc_RLyjA,dont want hurt their rating gave them stars actually want give them star because will longer able enjoy wings anywhere else ever again mister thank your wing heaven this place accidental discovery seen couple times driving since girlfriend foodies always looking adventure stopped whats good with this joint ordered wings chance dream about them where lite burned just right still took care next anyway pizza grubbing hear philly cheese steaks messed with really find place with bomb wings great pizza good sandwiches very special thanks have found football place that serves wings they were meant,EHgGscaiJBghjZVT9hsBFw,EHgGscaiJBghjZVT9hsBFw,5,40512.09322916667,qPkVQNyH6-xVou1XX3BqhQ,1,0.38636363636363646,0.44123376623376626,0.005555555555555556,0.005555555555555556
964,10,11,kXulqdg81isBly-A-z2kug,until yesterday planning completing draft effusive glowing star review defalcos going wonderful description much love food blah blah blah that until waited minutes cheesesteak minutes sandwich wasnt during lunch rush fact there were only other people store walked right counter order there line first then proceeded wait wait wait some more minutes exact thanks time stamp receipt have been defalcos more occasions than count know expect longer than average wait quality takes time have thoroughly enjoyed each every item have tried there pizza calzone cold sandwiches deli items course personal favorite cheesesteak partner culinary crime counts their food especially their four meat combo sandwich among favorite things unfortunately minutes sandwich practically empty place ridiculous enough make think formerly star opinion,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,3,40661.71092592592,J1yNYAjojpD_KpocG-W3KQ,8,0.1381469979296066,0.5953933747412009,-0.002777777777777778,0.14999999999999997
1002,0,0,FNHt0CXuokBl7h_zlkKi7A,always crowded seems like everyone loves oreganos varied menu with great choices especially pizzas sandwiches great service easy parking salad enough entire family server always asks want traveler sometime remind your dining pleasure your home,dUffgo9Lh_Vk9TLuFR5ywg,dUffgo9Lh_Vk9TLuFR5ywg,5,41526.745462962965,2iDmMTrh26dEYSzG2R0C9A,0,0.33888888888888885,0.7430555555555557,0.005555555555555556,0.03333333333333333
1025,0,1,qdi_91afJhx5fCqOoVL6tQ,this dandy little italian deli grocery thats highly satisfying interesting they have great soups salads sandwiches pizzas pastas other delicious things orders taken counter piping food comes table rush mouth watering fashion tables available indoors outdoors with grocery shelves loaded with many italian food treasures locals travelers defalcos deservedly this place missed trip scottsdale,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,4,42414.935069444444,HpDnoHhoOpeW5cLzJq7BgQ,0,0.33875,0.5025000000000001,0.002777777777777778,0.14999999999999997
1069,0,0,JihdNDu3PUYog7QTWUJKbA,california pizza kitchen they have many great menu options just dont carb diet their pizzas salads sandwiches good from previous experiences this location particular expect wait friday sunday this popular centrally located location found service here good always consistent frequent this restaurant while service always acceptable almost always excellent there have been couple isolated incidences where feel service could little better,MVg8_dWzoCtGjBvWCatjjQ,MVg8_dWzoCtGjBvWCatjjQ,5,41471.20890046296,OE3onetauGHswftC5uOPyQ,0,0.38173076923076926,0.5115384615384615,0.002777777777777778,0.002777777777777778
1077,2,3,ok0fqd6Qo8-mBcOX1wfvUA,came here saturday night with groupon small establishment with compact parking both were packed luckily someone leaving pulling into able grab spot dont know they have overflow they should once inside quickly observed please wait seated sign were asked many were party after which hostess waitress they seem same scurried assess availability said earlier packed there were others also waiting thinking have wait forever that starving spirit animal would come bursting abdomen like those beef jerky commercials ended waiting more than about minutes before were shown booth love booths designated vegan menu theres vegan menu inserted inside their regular menu waitress said that patrons keep taking them want vegan menu dont just vegan options include appetizers stuffed sandwiches pasta calzone pizzas desserts wasnt listed menu they also have vegan cheesecake which topped with chocolate syrup mixed berry sauce order veggieballs buffalo sauce they described vegan meatballs thinking faux beef meat balls pleasantly surprised when into found actual vegetables peas string beans carrots corn they were positively delicious slightly crispy coating covered proper buffalo sauce which legit heat level excellent dish only comes vegan ranch carrot sticks vegan spaghetti with sausage beautiful presentation pasta noodles were cooked perfectly dente sauce sausage were bland however aside from flavor dont know what that lacking dash this splash that sure pretty boring bowl blah kept furiously twirling fork saucy thinking that maybe flavor bottom somewhere clicking heels thrice trying back home luck avoid salt seasoning flavor well meat then this your dish liked vegan garlic bread though dessert vegan cheesecake mixed berry sauce never cheese before going vegan used cheesecake weird know have something with which compare vegan versions have some better than real cheesecake vegan cheesecakes this isnt them like cheesecake weird grainy earthy taste like almost smooth creamy singing ooooh were theeeere didnt quite make there silver lining crust mixed berry sauce were both good angel bites youve ever been france orleans think beignets except here they vegan they cover theirs with cinnamon powdered sugar they offer dipping sauces agave chocolate caramel caramel vegan chose chocolate these suitably named bites awesomeness brought life they came fresh ready devoured this those treats that want right away because know they wont taste same later they give many which great thing easily share this dessert with more people vegan veggie mozzarella sticks appetizer cajun chicken alfredo pasta shrimp added liked pasta said definitely spicy nice ambience especially dates dont know they take reservations suggest asking especially busy weekend nights busy they were staff still nice attentive owner making rounds asking patrons their meals were cool little bistro great vegans dining with omnivores back more buffalo veggieballs angel bites,7eQoxWr9RzyCB9IFvqHUPA,7eQoxWr9RzyCB9IFvqHUPA,4,41911.12700231482,rRrFcSEZOTw6iZagsIwTFQ,2,0.24336001642036126,0.5955722916929814,0.0,0.022222222222222223
