,funny,useful,review_id,text,business_id,ID_bus,stars,date,user_id,cool,polarity,subjectivity,salad_sentiscore,salad_total_business_score
102,0,0,fRGgLBsifCt7lurb25lngg,favorite italian deli everything here good from salad pizza pasta sandwiches just cant wrong,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,5,43298.65960648148,ofB7A0bOw6JUU_x4zOc2-A,0,0.175,0.625,0.000588235294117647,0.012941176470588234
103,0,0,rfVRetwLjg1IH1-zxcs57Q,salads were good generous delivery took about minutes longer than already lengthy promised original time thin crust pizza same goes pasta since only option around would order from here again,HAvlj15w6j1noGeY0kleDQ,HAvlj15w6j1noGeY0kleDQ,3,42844.806608796294,bx7CSxFne9p-ZJ_0fY9sPw,0,0.13499999999999998,0.665,0.0,0.0029411764705882353
104,0,0,NqGbm4WTUtFq7ff9OzENcw,have been bosco twice quickly becoming favorite pizza places both times meatball appetizer salad pizza meatballs delish spicy very flavorful sauce great dipping bread that they give weve traditional caesar kale spinach salad between definitely preferred kale spinach caesar thinner dressing that isnt just creamy caesar hoping believe same dressing kale spinach salad fits better with thicker kale plus kale spinach pancetta cant wrong there pizza definitely standout here crust done perfectly charred soggy middle sauce nice flavor toppings placed just right amount owner been there both times very warm welcoming second visit waiter very pleasant well service fast atmosphere friendly will definitely returning else would become bosco regulars,5ykOWYZ44sUvu9qxD8rPeg,5ykOWYZ44sUvu9qxD8rPeg,5,42643.9705787037,A2JGzkvNjckSmps_4FbKWw,1,0.30720238095238095,0.6045357142857143,0.000588235294117647,0.028235294117647046
105,0,0,cL6Ki3SZ7jGPVUhZlyMQ3Q,friendly flavorful fast enough with alliteration fired great prices good make that wonderful pizza salad choices good show someone wanted salad menu that above norm buffalo chicken salad favorite when think youve about every combination pizza havent begun they pick your combination from quality toppings fired will return again again,tWJWgm6o-FwwcxXa6G7l4Q,tWJWgm6o-FwwcxXa6G7l4Q,5,42555.18277777778,liiDI8WC6IVCfNEGG6ljdQ,0,0.36750000000000005,0.66,0.000588235294117647,0.002352941176470588
107,2,1,rbhx8ITb79X4EKeDpiYecw,look realize cool admit like with that because they have most crave worthy salads ever tricolore salad composed spring arugula with light vinaigrette huge pieces shaved parmesan chunks tomato served warm parmesan encrusted pizza crust think whole thing really defeats purpose salad hell with finish gluttony with their flourless chocolate cake served warm with vanilla bean heaven,MVg8_dWzoCtGjBvWCatjjQ,MVg8_dWzoCtGjBvWCatjjQ,4,40101.1609837963,kn1ya_7VhGLx7iyl_sSc9w,1,0.3981481481481482,0.6166666666666667,0.0,0.0029411764705882353
118,1,4,d9oJ-aCxJddLB8rie0SnHA,came lunch around place pretty dead very nice atmosphere comfortable seating open dining area also private dinning areas large groups orders were taken quickly asked garlic bread appetizer after minutes went asked server about bread snapped back cooking walked minutes later brings basket room temp bread slices slathered with cold garlic butter very appealing service very slow considering there only other group people dining chicken caeser salad decent dressing little mayonnaisey overall typical caeser salad nothing special best part their homemade croutons milano pizza incredibly dull with many toppings pretty surprised lack flavor there better pizza options there panini disappointing more like meatballs between dried thin pita bread best part meal their kentucky mule cocktail very delicious overall there hundred better options food this price range this area,VoXUt6TIJWyIf_lihbN5xQ,VoXUt6TIJWyIf_lihbN5xQ,2,41924.00863425926,BSmRrcyV0nC9sXdPpTzGXw,0,0.13544557823129247,0.5681904761904762,0.000588235294117647,0.003529411764705882
123,0,1,Gm_pwDQiNXS7j1vMin2G1A,love wood fire brick oven pizza found this tiny mean tiny restaurant accident after ditching jack tucked behind fast food name franchises north east corner scottsdale shea nice little besides small place first thing notice menu very small dinner menu little bigger friend picked different things shared personal pizza meatball sandwich sandwich good spectacular pizza awesome went back again dinner again pizza terrific salad delicious asked them half half they said problem which great hate when places wont compromise make feel guilty changing their stuff loved girlfriend loved also something their soda fountain drinks bottled real sugar cane sodas that delicious only strange thing have owner doubles server very chatty thats thing very nice prepared have conversation with recommend casual lunch dinner gourmet pizza salad pros amazing pizza great food great service inviting setting cons very small menu caters more toward veggie eaters rather than meaty pizzas,5ykOWYZ44sUvu9qxD8rPeg,5ykOWYZ44sUvu9qxD8rPeg,4,41423.19994212963,4JiPslyzESR-UCO4r4Og9w,0,0.1939791666666667,0.6340208333333333,0.001176470588235294,0.028235294117647046
125,0,0,x__1LcvKFIGPolJiVtoQHw,curious what happens when combine random cuisine with pizza slices pizza basically would surprised well salad contained pizza never salads getting chicken salad pizza comfort zone pizza good chicken chunks ranch salad just there greek salad meat eater need some animal food greek salad pizza just didnt have distinct flavors enjoy gyro pizza kind youre feeling more adventurous then hawaiian slices pretty large youre hungry make sure stop need quick bite some frankenstein pizza pleasantly surprised with results,Nf1ZtgHwg0Mu5lOaJYgDGQ,Nf1ZtgHwg0Mu5lOaJYgDGQ,4,40845.206041666665,eIZFENyr_XfQmA0BEx1Ykw,0,0.14986772486772487,0.6509700176366844,0.0,0.000588235294117647
130,0,0,wiOLsIxvBpzmTMBb2hZ_WA,shea used drive through coffee business coffee still yummy drive remains open through lunch kitchen eating area inside tiny maybe tables menu includes homemade baked goods sandwiches many fresh ciabatta salads single entree each night tiny kitchen have tasted about half menu items including caprese bruchetta different daily flatbread pizzas havent found didnt like unexpected aspect with excellant selection alcohal favorite minted lemon drop martini friend enjoys manhattan crown royal they serve honest pour outside enclosed patio which friendly great place relax listen occasional band read book when easiest order register then they bring your food staff friendly informed have their attention once while worth enjoy,qQCsLGMncJp1xWUGnOKCQA,qQCsLGMncJp1xWUGnOKCQA,4,41423.76824074074,y9yLaWKlT2aXLBs50FGvaw,1,0.2111528822055138,0.46873433583959895,0.0,0.0
132,0,0,2DWUcu1Cm3OM0jfX1WECVw,pizza good phily steaks horrible salads horrible exspecting more then what gross,gp9ZESRRNLqWfgJtEzPThA,gp9ZESRRNLqWfgJtEzPThA,1,42068.133310185185,FCxfyKhNcl25AvCwL18YAQ,0,-0.16,0.62,0.0,0.001764705882352941
135,2,5,T4TU53ywwifYVK7NX4cHDQ,grabbed takeout from nook kitchen during business trip decided order mushroom pizza beet salad asked they could make salad veggie since came bacon plus bacon vinaigrette they happily obliged subbed dressing blood orange balsamic which wonderful option salad mostly arugula there were very beets goat cheese dollops standard salad this okay guess been expecting thick slices beets just little frisee pizza wood fired nice crisp crust lots mushrooms decent prob would look elsewhere dinner future this okay would consider destination spot when area,PxTKXsdYqoFHWAG2amz0XQ,PxTKXsdYqoFHWAG2amz0XQ,3,42576.69497685185,37HswRimgBEf7_US-c3CDA,3,0.30993589743589745,0.5371794871794873,0.0,0.0023529411764705885
139,0,0,97z3np8PDx-TBFKmQNbeKQ,fired subway style make your pizza restaurant stopped sunday evening beat rush ordered make your pizza small salad dessert pookie overall quality good service great would like more options salad toppings other than that great experience,tWJWgm6o-FwwcxXa6G7l4Q,tWJWgm6o-FwwcxXa6G7l4Q,4,42786.082407407404,5dasvJOKEeCSBVLoA2LV5g,0,0.3464285714285714,0.48214285714285715,0.000588235294117647,0.002352941176470588
151,0,0,pVHpvCQPvksUMPypDvAvAA,purchased voucher from living social towards food gitten sweet paypal deal while back enjoyed pizza bought this voucher pleased that booth luckily away from live musician ordered baked ziti spinach lasagna hubby sald with ziti reisling with spinach lasagna dishes came piping cheesy hubbys ziti perfect texture sauce amoubt crispy cheese amazing loaded spinach lasagna firm full spichach covered cheese have salad wine were noyhing spectacular functional garlic toast soft buttery well service adequate perhaps little slow even though wasnt super busy biggest complaint live musician good background music piano player when sang embarrassing good would have been sung otherwise terrific friday night dinner,7eQoxWr9RzyCB9IFvqHUPA,7eQoxWr9RzyCB9IFvqHUPA,4,41818.16756944444,SkeqMYpoLPJZ2_gqkpKN7Q,0,0.22160669191919194,0.5812499999999999,0.0,0.013529411764705884
152,0,1,ZfAWEjkCA_5-1OhVDH8hew,couple slices pizza side salad pizza amazing salad pretty respectable pizza place work right this place guys working counter keep coming there extremely nice always asks everything worked okay,HAvlj15w6j1noGeY0kleDQ,HAvlj15w6j1noGeY0kleDQ,5,42412.75167824074,S-yEB-VdRlVeE6zn8GSD0g,0,0.45595238095238094,0.7392857142857142,0.0017647058823529412,0.0029411764705882353
153,0,4,2PKJr9tdtpqyWsHHMP_2uA,other looking place have quick lunch just started working this area italian sounded good finish week stopped here quite impressed restaurant homey atmosphere tables were mostly filled down waiter told specials pizza slices topping small salads forgot other details matter time slices anchovy pizza caesar salad pizza done perfectly drowning anchovies pizza done true roman variety well balanced with regular crust lots cheese zesty sauce salad simply done perfection waiters that waited were polite attentive sense humour bill came about guess where will next week,EgwGTDZ705TwudPJwAY0yQ,EgwGTDZ705TwudPJwAY0yQ,5,40622.69908564815,Ox89nMY8HpT0vxfKGqDPdA,0,0.2351851851851852,0.49486365486365486,0.000588235294117647,0.002352941176470588
159,0,0,WB8kmAhtn8Yq3Rdv3SCdkQ,dont small building parking turn away after parking street right beside pizza heaven enjoyed what will just call best vegan find being friday evening busy loud that didnt bother what felt like little hectic start lots people small space turned into very enjoyable evening from live music huge vegan section menu delicious food vegetarian pizza salad with vegan ranch personal table visit from owner pizza heaven over vegan foodies must,7eQoxWr9RzyCB9IFvqHUPA,7eQoxWr9RzyCB9IFvqHUPA,5,42945.17256944445,dwcCVPDQLK94-bEL93LQ4A,0,0.26804445554445555,0.5704395604395605,0.0,0.013529411764705884
162,0,1,iYwOr2cY-HGALuy1he9v3A,this favorite places wings gluten free pizza weekly occurrence love wings fresh saucy have been different locations they never fail impress scale great staffs fresh food fast service awesome salad could probably live there,yvJqxVTO_qwRGLMtUrqzQw,yvJqxVTO_qwRGLMtUrqzQw,5,42359.175104166665,NhwWlbb9wUawnHHX-Qc2DQ,0,0.3987603305785124,0.6499999999999999,0.001176470588235294,0.0058823529411764705
176,0,0,TSp9sshhq6ASIp-aqp82cw,chicken bacon ranch pizza pretty bomb wings were really good salad piece crap they charged side salad called cesar salad sprinkled couple packets parmesan shredded parmesan guys have step there plenty other pizza places,gp9ZESRRNLqWfgJtEzPThA,gp9ZESRRNLqWfgJtEzPThA,3,42945.35337962963,zLtVHO6mfoRhx_6kZ3jJ2Q,0,-0.11500000000000002,0.7449999999999999,0.0,0.001764705882352941
181,0,0,5PmDgKpxiBXv-LW-zBvx-w,friend took here lunch located bell road busy north phoenix thoroughfare dealer ghetto just could smell place before into parking knew those would good chopped brisket sandwich potato salad friend ordered pulled pork grilled broccoli which coveted even though there nothing wrong with obviously homemade potato salad going veggies next time regrets about brisket which smokey tender variety sauces stood continent track which sampled sparingly avoid covering smokey goodness brisket were having family over that evening planned pizza making command decision bought pound pork half pound brisket home laid meat plate warm microwave brisket nice smoke ring with tarty scorched ends pork tender pleasantly stringy succulent even after being refrigerated microwaved naked barbecue best barbecue jointed sampled phoenix youre looking authentic slow smoked barbecue suggest naked,zidkKI_N1OPxsiddTOQH_Q,zidkKI_N1OPxsiddTOQH_Q,5,42595.18886574074,RtlbW2Wgm0rVKKdv4uJq-w,0,0.21111111111111114,0.498888888888889,0.0,0.0
183,0,2,aemkQpzTjm7jkUhTfAWUiA,another great visit humble their thursday date night thing half salads pizza glasses wine always wonderful food brilliant service dont forget chili basil sauce,0PMKMyfX1j7Nc4esk1RaMg,0PMKMyfX1j7Nc4esk1RaMg,5,40412.8852662037,snOEFsP64IOuQ9Ll8_JrAg,0,0.4666666666666667,0.6633333333333333,0.0,0.029411764705882335
185,0,0,qEtRG0e85YMXcQBPAQK_Xg,went humble laid back valentines dinner with husband fantastic made reservations because assumed valentines would packed were immediately seated even though arrived minutes earlier than reservation server stopped shortly with waters asked drink order friend recommended their wine blend didnt know what called asked waitress knew which friend talking about immediately pointed correct menu happy ordered fabulous murietta case anyone wondering great compliment dinner anyway they valentines special salads pizza cookies started with cheese meat board fabulous cheeses meats fresh bread olives tomatoes delish next both ordered chopped salads which were super fresh very tasty then pepperoni pizza awesome thing point were stuffed could only half took other half pizza cookies great experience great food will going back,0PMKMyfX1j7Nc4esk1RaMg,0PMKMyfX1j7Nc4esk1RaMg,4,40589.76896990741,XE1fQD0syYAI-A0Bnw3Y7Q,0,0.2709627329192546,0.5476708074534161,0.0,0.029411764705882335
192,1,2,NJZ0faYaLzB1z9XyKX7Pig,drove past this place when going meet friend starbucks decided drop dinner afterwords since looked like novelty probably best idea weve while from time walked door until left such lovely experience hostess very friendly accommodating helped friend choose something menu seat yourself sort place with lots stools tables inside shaded patio with misters general aesthetic this place very home artistic without being overpriced perfect place laid back afternoon supper they have lots pizzas sandwiches salads wines they also have lovely dessert case general great selection ordered chicken pesto sandwich friend ordered half sandwich same tortilla soup sandwich delicious slices chicken instead chunks which something always appreciate came with cheese pesto artichoke hearts peppers tomatoes came toasted bread came with little scoop potato salad sandwich tangy savory potato salad very light unique blend flavors friends soup flavor without being overwhelmingly spicy overall dinner delightful were also drawn dessert case planned getting cookie because they looked soft ended with brownie right choice absolutely best brownies have ever sticky fudgy chewy bottom almost cake like texture highly recommend youre nice might convince them warm give drizzle caramel chocolate awesome thanks excellent food experience service very good prices enjoyable,wHq1efQVz17338k_aUOX3w,wHq1efQVz17338k_aUOX3w,5,42545.07508101852,7epEyqj5mzpQTbSflXl2vA,1,0.3574272486772486,0.6043716931216931,0.0,0.006470588235294119
193,1,1,a1V9Awso7646uWmDI80Diw,held dads birthday party there family friends were treated best puzza wings salad team made this extra special tables were ready food came piping perfectly prepared server never missed beat visit devil every time come visit parents pizza wings always good like other italian foods they truly amazing,dSEcQPPUlATxZf5pvN_t5Q,dSEcQPPUlATxZf5pvN_t5Q,5,43072.04248842593,Jk5zJCYgrkRFT-twYRNrgA,0,0.4146825396825397,0.48293650793650794,0.000588235294117647,0.004705882352941176
203,1,6,UWmJrS59yuVnHazey11tuQ,defalco name been staple valley decades reason making compromises quality remembering treat everyone like friend family very reasons frequent this business food wonderful tasty filling selection deli small grocery section ample service with smile here more reasons should here large selection dried pastas imported food from europe selection canned marzano tomatoes make quick stop home pick tasty bakery treat cappuccino call ahead order pizza takeout calzone fill your belly stop deli pick some fresh sliced boars head meats cheeses some freshly made antipasti green salad even ravioli even take moment restaurant patio others have mentioned here therere many wonderful things menu will have agree that philly cheesesteak sandwich absolutely wonderful perhaps best will find sausage sandwich meatball choose your bread wisely though some choices better than others substantial filling within bread overall score stars food stars service stars quality stars cleanliness stars value stars,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,5,41637.269525462965,2YBFcKEhPQbVNriiUeaR2Q,3,0.3840852130325814,0.5067669172932331,0.0,0.012941176470588234
207,1,1,h95nuzEpc1GqRmSSqKUY9Q,margarita pizza with fennel sausage best pizza ever poor service ruined what started great date night with spouse wait table problem glass wine paid waited ordered plate watermelon minutes later pizza arrived asked salad bill arrived were charged wine from salad that into soup noise loud were yelling hear each other weeknight place amweodyay,cs1qJvnWUg_f8g020z_3PQ,cs1qJvnWUg_f8g020z_3PQ,3,43317.189097222225,YVA_AWHOOq452FCPgRrUnw,1,0.22916666666666666,0.4708333333333334,0.0,0.021764705882352936
221,0,0,Mo0AiOLdzePId5fp6ehzcQ,dont even know where begin cannot think single time this suggested destination anyone group declined they make some amazing food love chicken pesto pizza still think your wife makes best lasagna only because have eaten here sorry ladies true love sitting outside having some wine just enjoying food with friends amazing wine collection need market something still cant resist little helping antipasto salad they also have really good desert rarely have room left staff always great please never closeever,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,5,42315.020636574074,Sp21fVzCSd1p540qkWuUeQ,0,0.26418067226890757,0.6184873949579832,0.000588235294117647,0.012941176470588234
224,1,1,KSfTYooYt--pRbqKIkEtgg,love everything about this place except long drive from house they opened cenpho location would heaven however always well worth drive where start normally stick things menu most restaurants this place many good ones bounce around first salads currently obsessed with spicy peanut chicken salad also love green saladsimple light tasty sandwiches spicy boylove bowls kung favorite also like spicy peanut bowl they actually both very similar though either great pizza westerndelish probably best part greenthe soynami several amazing better than other soft serve option throwing down gullet before began vegan sometimes they even have wedding cake soynami ever this menu could forget appshummus wings favorite this place very reasonably priced meals soynami about bucks staff always super nice friendly service always fast atmosphere pretty funky cool although might this from outside just inside youll fine weve also been there july thanksgiving both were awesome everyone thinks vegans badly thanksgiving with dead bird couldnt imagine anyone loving greens thanksgiving meals there enjoy,5FIOXmUE3qMviX9GafGH-Q,5FIOXmUE3qMviX9GafGH-Q,5,40458.81728009259,Gfw63_PbeMMcu8N0PqgMHg,1,0.25780626780626775,0.578988603988604,0.000588235294117647,0.0
234,0,2,Er2LcSIkBa-594jF0-8Fpw,took family seven boscos last night ever happy coming from pizza capital america connecticut this restaurant would best against nationally ranked pizza places there wife goat cheese prosciutto arugula pizzawhat lucia kids normal pepperoni which they raved over also have have caprese salad very very good service very friendly informative only regret restaurant that here arizona connecticut well done,5ykOWYZ44sUvu9qxD8rPeg,5ykOWYZ44sUvu9qxD8rPeg,5,41637.6525,kjJtN3s2Y69PrtJ0ZjNy8w,1,0.47821428571428576,0.6352380952380953,0.000588235294117647,0.028235294117647046
236,0,2,zUt2Cdn4jY13MRjAjOl7iA,after restaurants with prepared owner came went nice folks centurion making results good place tried safe note will more adventurous back italian burger came with nice simple salad with strawberry balsamic dressing burger stacked with proscietta well made bland have more impressed with originality salad then plain choice burger good friend margharite pizza tasty maybe more spinach would have even better vegetarian lastly another friend ordered mussels dish loved wine mine imported cava somewhat pricey champagne glass flute burger patio which come along from previous restaurant versions this location inside looked nice think twice about blasting inappropriate rock music this tiny bistro like room putting glad quiet street there been tables open outside would have stayed service great paced attentive feel like this family project which will come back other dishes wines unique feature that wines imports kinda neat roosevelt grow,pKiSzUlBBRNEdTML24piXA,pKiSzUlBBRNEdTML24piXA,3,40461.82498842593,NoAmYkQqj_wNGr1-MRBNog,0,0.31007936507936507,0.5529761904761905,0.001176470588235294,0.0029411764705882353
237,0,2,IZN0NEUV7K-hfPT9Pxpr4w,heard about this place from some friends when showed their place there heaven delivered again last night still damn good chicken alfredo pizza amazing just right amount everything moist chicken alfredo sauce spinach parmesan nothing overwhelming rich queen margherita basil tomatoes buffalo mozzarella could have eaten entire myself prices with what youd expect pizza worth crust isnt greasy perfect they have other things sandwiches salads havent ventured beyond pizza section menu they deliver sadly live blocks south point,7eQoxWr9RzyCB9IFvqHUPA,7eQoxWr9RzyCB9IFvqHUPA,4,39579.63251157408,CYermXzVz9xmpwDM26vS2A,1,0.19785214785214786,0.6424908424908424,0.0,0.013529411764705884
243,0,0,tuhotzyt5NiNRVbbtiiR1w,after long moving stress this lovely local pizza spot with fabulous staff barbara bill their kale spinach ceasar salad favorites wood fires pizzas amazing bills homemade amaretto divine good service food reasonable pricing casual ambience perfection,5ykOWYZ44sUvu9qxD8rPeg,5ykOWYZ44sUvu9qxD8rPeg,5,42424.1968287037,jpib9MAMB_aVxyCDUi9VAg,0,0.23125000000000007,0.6395833333333334,0.0,0.028235294117647046
244,5,7,8kIA4qehjIgF9F6cFUeJJw,theres something about vibe maizies that feels comfortable feels retro flashback indiana late early maybe giant bowls they serve salads they make think pizza after softball game circa here some things like best about maizies wingless buffalo deadly mean that good should late night menu gotta mostly cream cheese wrong fries good potato cakes frickin awesome thick mounds really yummy mashed potatoes with hint horseradish barely browned either side inside burgers literally filled with items described fave feta burger stuffed with feta cheese dried tomatoes served with thimble full chipotle humus that packs slight punch great burger bizarre that sounds,NPiLy71qqXzb45k9eQOgCQ,NPiLy71qqXzb45k9eQOgCQ,4,39787.15375,u0JoB0Vm1ZhwF8nysxPnfg,7,0.18731060606060607,0.5740530303030302,0.0,0.0029411764705882353
249,0,0,7ZVRc4W_W4gU1HPT2662pg,used love going devils west valley came this because closer worst experience ever waiter make salad with bare hands didnt even wash them told manager acted like didnt care also forgot take salad bill server acting like rush whole time when only tables pizza wings good besides that,dSEcQPPUlATxZf5pvN_t5Q,dSEcQPPUlATxZf5pvN_t5Q,1,41907.97671296296,10-vV8sK4HhfFX__XqWz8A,0,0.06428571428571428,0.5285714285714286,0.0,0.004705882352941176
251,0,0,hIyDuBYpMdOw57pgFwmBXA,cant believe huge these portions ordered side fries small salad fries salad were enough multiple people gluten free pizza good thin crust toppings were plenty could have been little warmer when arrived nonetheless still good when youre community traveling from town hard find food that good this great pick,83cVpTJNyzv9lJ20vzBgdg,83cVpTJNyzv9lJ20vzBgdg,5,43218.1953587963,un0_SU4Sd7StPW2Ib0fWgw,0,0.21423611111111107,0.5868055555555557,0.000588235294117647,0.002352941176470588
