	funny	useful	review_id	text	business_id	ID_bus	stars	date	user_id	cool	total_sentiment	italian_sentiscore	italian_total_business_score
6244	0	3	YU0kxXuSVgaCbcOiTT2hTA	mecca artisanal craft pizza here valley pomo shines brightly with niche their downtown pomo gives high quality pizza made with love each bite ingredient they provide comfortable intimate family vibe their flagship location dont miss owner capping your evening with serving famous sale limoncello their wine list offers some best italian wine available glass valley along with selection very reasonably priced delicious italian docg bottles grab table inside enjoy evening their romantically patio itll nice evening pomo	pjpUOlJLlkIxBZ5BquA2PA	pjpUOlJLlkIxBZ5BquA2PA	5	42821.978321759256	ODZxY8BgOKkwJropDUqzBw	2	Sentiment(polarity=0.41466666666666663, subjectivity=0.5546666666666666)	0.022222222222222223	0.044444444444444446
4764	0	0		very good italian style pizza visited this evening free olives bread starter they have nice outside seating area quiet side street service very good staff friendly helpful	5ykOWYZ44sUvu9qxD8rPeg	5ykOWYZ44sUvu9qxD8rPeg	5	42280.139548611114	O-h8mYA9yQVoBkN4tTkiZQ	0	Sentiment(polarity=0.39937500000000004, subjectivity=0.5304166666666668)	0.0	0.03333333333333333
2437	0	0	dpd6-WHip4KJB-hBd8ORvQ	want give them stars because went when half pasta dishes monday tuesdays limited time bill super cheap feel like robbed them anyway came expecting pizza because before really good half pasta dishes figured them service excellent everyone really nice full price dollars pasta dishes would probably still worth they were really good come with salad bread half price this place steal doesnt stars because give stars usually need think either things while eating this best deal ever prices were always would this sure this best food ever this place really really good service really great isnt ever going something dream about night that being said would pick over chain italian place	EgwGTDZ705TwudPJwAY0yQ	EgwGTDZ705TwudPJwAY0yQ	4	40380.423993055556	NcjnMPjEuhzAbbbvxfaa5Q	0	Sentiment(polarity=0.3979949874686717, subjectivity=0.4709690893901421)	0.0	0.03333333333333333
5777	0	0	8vw4puNGHFNzsc9pnwICDA	went here recently birthday absolutely loved boyfriend shared pepino pizza strozzapreti pasta both were amazing usually meat found italian sausage pasta mild flavorful pairing perfectly with rest dish also were treated with complementary limoncello after dessert which this place over incredibly delicious refreshing meal will definitely back	pjpUOlJLlkIxBZ5BquA2PA	pjpUOlJLlkIxBZ5BquA2PA	5	43085.25177083333	gNuBLPrhxm8osmkIXPLaBw	0	Sentiment(polarity=0.3883333333333333, subjectivity=0.5700000000000001)	0.0	0.044444444444444446
4613	0	0	MXrCrHJxe6fEqlq9fycVow	dive italiano spot itself thing could little sprucing definitely little cleaning variety plate appetizer good meats couple cheeses artichoke hearts marinated mushrooms olives some bread good variety would great with wine also sausage mushroom pizza tasted flour other than that wasnt fennel sausage wasnt impressive there water coming probably mushrooms would seek wouldnt avoid	jG1jcAeDw0pZTHCNC5kw_w	jG1jcAeDw0pZTHCNC5kw_w	3	41652.14576388889	niKu4se6xtf-ctlm0udr1w	0	Sentiment(polarity=0.38571428571428573, subjectivity=0.6178571428571429)	0.0	0.08888888888888889
37	0	0	YwL_e4KPyQCYEtv5Q19rfQ	lovely quaint place away from usual scottsdale shea crowd great pizza amazing service attention detail proprietor warm friendly knows italian food	5ykOWYZ44sUvu9qxD8rPeg	5ykOWYZ44sUvu9qxD8rPeg	5	42067.89585648148	PhHW177DiDJ_GL2I5xcd-A	0	Sentiment(polarity=0.375, subjectivity=0.5357142857142857)	0.022222222222222223	0.03333333333333333
6378	0	1	V2bPx2HND6wyfooW9mJfSA	hype around grand orange this place definitely impressive from restaurant itself service course outstanding food sister split chop salad delicious ingredients worked well together especially loved dried tomatoes they were seasoned perfectly could tomatoes itself italian vinaigrette light tasty pizza ordered half avocado pizza half fallen angel avocado pizza good strong lemon zest taste would have been better with prosciutto plus sister preferred other half homemade sausage delicious along with roasted peppers pizza dough itself phenomenal especially when gets crispy ends there definitely multiple reasons popular high rated lives hype will definitely back	7cK9uEV09iPmsTqOqmY3kQ	7cK9uEV09iPmsTqOqmY3kQ	5	43261.21414351852	XTXVPAkymeR9dkBiuQjKig	1	Sentiment(polarity=0.3632638888888889, subjectivity=0.5863888888888888)	0.0	0.0
7858	0	3	Xn9UOrByxeqVx1RH2qn5FA	love this place went about month cant stop thinking about atmosphere wonderful even weeknight space bigger than looks from street with beautiful brick oven gives romantic ambiance ordered pizzas from their traditional pizza menu both loved them delicious grapefruit italian soda cool vintage bottle kicker they brought free dessert because casually mentioned server that first time here owner brought dessert himself that impressive brought free shots some limoncello vodka drink makes feel special that much attention will back again again	pjpUOlJLlkIxBZ5BquA2PA	pjpUOlJLlkIxBZ5BquA2PA	5	41505.915659722225	kPaqBMv4mU-N80Fzd8vU3A	2	Sentiment(polarity=0.3615079365079365, subjectivity=0.6317460317460317)	0.022222222222222223	0.044444444444444446
4889	2	9	SVFlbzaGWmQisBebMXy4hw	this place cute that delicious hubby told about this place almost year raving about pizza then have seen check from anna kept trying make time come check myself wish come sooner although hips thighs might appreciate that ordered biaggia pizza learned most popular chose mainly because figs prosciutto favorite ingredients then noticed next table having salad didnt menu well specials they have daily specials boards above area decided share spinach kale caesar fresh tasty then other table dessert that menu either owner told apple pizza part special menu also love check what everyone else eating dessert warm amazing scoop vanilla cream completed this perfect meal were offered taste their homemade amaretto what treat delicious this place made very reminiscent daddy used cook italian dishes sundays daddy used make lemoncello definitely will come back wont wait almost year make	5ykOWYZ44sUvu9qxD8rPeg	5ykOWYZ44sUvu9qxD8rPeg	5	41439.56707175926	6rGVoAI0Bl8ZEbMNJWOK3w	6	Sentiment(polarity=0.3570861678004535, subjectivity=0.5490362811791383)	0.0	0.03333333333333333
4172	0	3	qI6lhF14RMJ_zFib_-ab3w	this year decided have italian dinner christmas with family instead usual prime italian food always good choice went defalcos italian sausage sweet italian sausages tried something never from there sausage with garlic cheese this stuff delicious will getting often grilled which wierd cause usually cook with olive peppers onions this stuff good need that have been going here years everything delicious sandwiches great pizza good they sell wine love this place lunch prepaird they busy	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	4	40173.648252314815	aRub-nsvr8bxFfpxsybcrQ	2	Sentiment(polarity=0.35666666666666663, subjectivity=0.4399999999999999)	0.011111111111111112	0.14444444444444443
5311	1	2	-6_NyMwcwKV9lZz_BbMaqw	theres better deli sure dont know what would imported meats amazing italian dishes like lasagna pizza also excellent cant wrong hereunless lunchtime youre rush that case dont come here	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	5	42223.08763888889	RzWfvP3tCOV3INHutOCq7Q	1	Sentiment(polarity=0.35000000000000003, subjectivity=0.6981481481481482)	0.022222222222222223	0.14444444444444443
167	0	0	dIIy2f2p2KIjN-YI0GATVA	everything from server angelica owner patricia well food gluten free homemade italian sausage pizza perfect back	7eQoxWr9RzyCB9IFvqHUPA	7eQoxWr9RzyCB9IFvqHUPA	5	42223.930972222224	eokyHvMoV8RDnW1ewG5a1A	0	Sentiment(polarity=0.35, subjectivity=0.45)	0.022222222222222223	0.05555555555555555
8771	1	1	doHwhaE3RACJbIcRg8WAzQ	very dope restaurant this pizza absolutely amazing margherita pretty life changing also romana salad might best salad ever cheese croutons fresh loved italian sodas mallofogiesp probably best dessert ever staff very friendly provided great service recommendations everything about this place oozes authenticity from italian staff speakign little scooters front compliementary powdered dough with sugar limoncellos after meal this isnt best pizza right behind pizzicletta definitely above cibo bianco books	pjpUOlJLlkIxBZ5BquA2PA	pjpUOlJLlkIxBZ5BquA2PA	5	42114.75681712963	p3MHtxrms8yZ-X4R2396Ag	0	Sentiment(polarity=0.3432773109243697, subjectivity=0.46092436974789913)	0.0	0.044444444444444446
6257	2	3	8oEFnDG-iX6e2BMMJq0FpQ	dear lord this place good turf more often than care admit always wondered what food here like really picky when comes pizza italian food most places tend much sugar their marinara friend wanted some place neither been heard good things about this place from some friends decided give ordered salad pizza couple drinks were both blown away with only service food well there couple artisan pizza places that from pomo that attention honestly pomo hands down favorite pizza place	pjpUOlJLlkIxBZ5BquA2PA	pjpUOlJLlkIxBZ5BquA2PA	5	41731.6153125	6Z9B-CtCS6R8Sil7U9cz9A	3	Sentiment(polarity=0.34040404040404043, subjectivity=0.5262626262626262)	0.0	0.044444444444444446
5496	1	4	rfaUlIFb78qR5tVR7rf0FA	love their vegan options here appetizers entrees pizza desserts entire family happy here thats challenging thing sometimes ordered vegan sausage parm sandwich with salad vegan ranch truly amazing miss italian neighborhoods growing with delicious food this brought back home only even better because vegan hubby cajun alfredo pasta chipotle pasta dish both vegan vegetarian both said deliciouscouldnt confirm both picky about portions taste they both were very satisfied cant wait other things menuwe will definitely back	7eQoxWr9RzyCB9IFvqHUPA	7eQoxWr9RzyCB9IFvqHUPA	5	42735.67393518519	ib-M7U7ddqD1Ues7xcqOxQ	2	Sentiment(polarity=0.34038461538461545, subjectivity=0.6153846153846154)	0.0	0.05555555555555555
5681	0	0	wFGAwZxLEeXT1Z1n5A5mqA	very picky with pizza this place best pizza thin neapolitan style pizza although whole pizza yourself seem like food actually heavy overly filling nice lunch would split salad pizza between people ingredients authentic italian love that menu describes items using italian words just authenticity makes things went there with family food came very quickly server great answering questions very good prebussing clearing table unnecessary plates cups flatware also made point just giving time hang enjoy company while rushing hand bill owner manager came over gave free sangrias during meal dessert after dinner drinks house hospitality here truly amazing worked restaurant industry over years very obvious that staff here trained well enjoys their work that together with amazing food pomo place	pjpUOlJLlkIxBZ5BquA2PA	pjpUOlJLlkIxBZ5BquA2PA	5	42176.24335648148	py3gjbm8bEIWEg4swvvJRQ	0	Sentiment(polarity=0.3233333333333333, subjectivity=0.6068421052631581)	0.0	0.044444444444444446
1902	4	7	paNf2OMJn1SDgAvdzgYAVQ	pizza that gives money that moving from back have pizzeria bianco closest pizza that compares loves order pizzas half half which wish knew when ordered lambrusco perfect pairing pizza complimentary italian bread baked well they give quality evoo sonny must good want another right wise white pizza that good prefer pizzas with tasty tomatoe sauce gnocchi sweet pastas ordered werent cooked dente stick pizzas note need more make rsvp	cs1qJvnWUg_f8g020z_3PQ	cs1qJvnWUg_f8g020z_3PQ	5	42140.65547453704	5BpJEC8YVi80ecWT5CtlfQ	4	Sentiment(polarity=0.3232600732600733, subjectivity=0.43223443223443225)	0.022222222222222223	0.022222222222222223
4587	0	3	ZIaYC-GyrVAETbrl5iP1AQ	finally first chance defalcos gonna much that hasnt already been said awesome super authentic italian deli grocery store interior maze food incredible prices just right tonight first visit full purista sandwich traditional cannoli glass italian wine boot total cost about came just over minutes quite ready sandwich level that franciscos molinari deli pretty damn close sandwich tons prosciutto mozzarella plus basil tomato peppers evoo balsamic vinaigrette mine italian baguette their recommendation sandwich huge ingredients were fantastic cannoli also excellent with rich creamy filling sweet shell with just right amount crunch yelp reviews accurate accolades well deserved anthony defalco family have done excellent carving their niche valley restaurant scene saturated with italian establishments here just about pizza pasta about whole italian culinary experience from restaurant grocery store butcher truly valley landmark every sense word	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	5	42342.171122685184	WMMI5Q4Rmm1Rqdu0jOvyhQ	2	Sentiment(polarity=0.31892006802721085, subjectivity=0.5370748299319729)	0.0	0.14444444444444443
7876	0	5	wCoCMa-kNfHFntL2rJT46g	have slice heaven they also deliver house which even better after reading reviews yelp wife decided check great little place very friendly people were escaping inferno apartment performing igloo like standards bunch dogs water bowls went yelp adventure pizza metro great choice they gave tons water calm sweltering hearts served amazing food start pizza crust served with cold onion bruschetta best describe very good could however wife loved salad next shared their least expensive salad nice leafy spring with onions tomatos tangy italian dressing would order side future very good more then enough both entree margherita pizza which added olives ordered small will last lunches leftovers surprised olives cost extra other than that loved enjoyed well home made gnocchi which were very good very filling comes with your choice sauce ordered four cheese sauce could excellent again would sauce with please there support them they worth have been searching pizza place downtown area believe this champion	VRC7J-ahI4em9ddhihxq5w	VRC7J-ahI4em9ddhihxq5w	5	39611.002916666665	mAMBUHtMO9fuToGhGPGoYw	4	Sentiment(polarity=0.31790322580645164, subjectivity=0.5550537634408602)	0.0	0.05555555555555555
3215	0	0	dous5encdApYutIPad7mBQ	girlfriend came july great time there wait seated inside opted dine patio mist wasnt very strong were fine heat ordered sproccoli stuffed pizza unaware that takes minutes cook waitress extremely friendly attentive made sure were comfortable during wait also small dinner salad with house italian delicious decent portion finally pizza came huge ordered really enjoyed maybe such long wait however time there enjoyable staff always very welcoming helpful	dUffgo9Lh_Vk9TLuFR5ywg	dUffgo9Lh_Vk9TLuFR5ywg	4	41459.91758101852	ABm5Uzn-KQED1kQdX1oyzw	0	Sentiment(polarity=0.3116666666666667, subjectivity=0.6452046783625732)	0.022222222222222223	0.022222222222222223
730	0	2	5bU-L-Gt512RtSge8gCZUw	friday night when dont feel like going dont feel like cooking either devil take devil offers your standard italian fare pizza pasta calzones boyfriend settled sausage pizza wings order fried zucchini mushrooms friday night take pizza good toppings cheese ricotta cheese some extra wings were pretty good were hoping more honey type wing these more like spicy wing good just really what were hoping fried zucchini mushrooms were tasty really could they leftover pizza honestly even better next make sure enough leftovers downside price aint cheap those three items order over occasional take treat however worth	dSEcQPPUlATxZf5pvN_t5Q	dSEcQPPUlATxZf5pvN_t5Q	4	40461.83158564815	A2JGzkvNjckSmps_4FbKWw	1	Sentiment(polarity=0.3075, subjectivity=0.4006944444444446)	0.0	0.0
4691	0	2	dHEd_JimUtiqKiDeBb8KTA	would actually like give this place possible love italian food really could rate about places from havent been there long things have changed some favs might even there owns this place from connecticut believe real nice people with sincere italian accents there pizza reminds alot east coast pizza probably closet what remember alot really damm good best thing have here however veal parm panini think they bake bread there veal definitely done site mouth watering thinking about place right matter fact ordering	EgwGTDZ705TwudPJwAY0yQ	EgwGTDZ705TwudPJwAY0yQ	4	39776.12484953704	mrEoKZsYtSgMJsIuLr_oTg	1	Sentiment(polarity=0.3025510204081633, subjectivity=0.42397959183673467)	0.011111111111111112	0.03333333333333333
8975	2	5	2IdRefj6HsG210DNtOkdHw	favorite italian joint they some minor problems when went lunch conditioning fritz entrees didnt come same time food service awesome felt like italy which impressive considering west side next circle ordered veal cannelloni everything lunch portion size perfect pasta ingredients tasted very fresh delicious focaccia bread started with also homemade very yummy other guys went with ordered pizza with sausage broccoli said awesome sadly didnt have enough room stomach having devoured entire meal will definitely that next time liquor license	VRC7J-ahI4em9ddhihxq5w	VRC7J-ahI4em9ddhihxq5w	5	39632.754375	OxQNhLe_1X9unJJtp7n7uA	5	Sentiment(polarity=0.30083333333333334, subjectivity=0.5708333333333333)	0.0	0.05555555555555555
4742	0	0	quIm-uN9HY3_Re6asdJz6w	been oreganos sure keep coming back yeah bellinis pazookie food food takes forever while their menus servers give fair warning that because they make everything from scratch that takes longer make however know that just marketing ploy longer they make wait telling that perfection just takes time more youll want time food makes youre starving that point everything tastes good right appetizer list have tried guaca tony fresh guac pizza bread with much parm them also expect wait calamari actually pretty decent reminds mozzarella sticks though garlic bread wish bread didnt come plastic sweet potato fries waffle fries sandwiches italian sausage sandwich spicy sausage size since full size much cheese looks fake good have reheat next meatball sandwich standard factor pizza have about minutes wait pizza pretty good have tried pasta friends have ordered look amazing bellinis good strong mango peach margarita pazookie skip food just order these does take minutes make choose between chocolate chip white chocolate peanut butter cookie service slow sure many tables each server assigned only have wait food waited drinks refilled waited server bring waited bill cant tell lots waiting	dUffgo9Lh_Vk9TLuFR5ywg	dUffgo9Lh_Vk9TLuFR5ywg	3	40183.18400462963	9KIGNO7qJ6366VBAzO0Npw	0	Sentiment(polarity=0.2887755102040817, subjectivity=0.5504818594104308)	0.0	0.022222222222222223
3474	0	0	oWZcOEcvWAwJMNgKyKSN1w	town some barros pizza course suggestion owner there anyway creat something traveler like vaccume sealed pizza something wanted order size pizza take dallas then thought about carrying pizza through security sitting airplane making everyones mouth watering wont fair didnt that actually kept saying they wont carry next time just prove wrong going order take with dallas getting expensive your pizza maybe open here dallas help open better idea travelers from other state provides airline ticket stub gets that great idea tell that other pizza place like barros dallas some true italian pizza amazing honestly pizza when venice nothing like barros barros love your pizza this much also very good idea guys have very pretty girls handsome guys front remember this helping most beautiful blue eyes ever seen tell totally straight your eyes just beautiful imagine asian like having aquia blue eyes that will totally exotic sorry side tracked about barros pizza guys just awesome planning make another visit soon pizza free with free advertisement just kidding sure miss your pizza	ygZSfAsnlztdeWZOlJA2Ug	ygZSfAsnlztdeWZOlJA2Ug	5	42032.093310185184	I49YlA_84naO59X0N3Sy7g	0	Sentiment(polarity=0.28590909090909095, subjectivity=0.6126936026936026)	0.011111111111111112	0.011111111111111112
9072	0	0	Se7DQaP6iPKTj25LSQKdDA	going back pizza metro brainer great italian food tried special grilled pork with gorgonzola sauce which great would randomly select dishes most places here there little chance getting miss service setup great	VRC7J-ahI4em9ddhihxq5w	VRC7J-ahI4em9ddhihxq5w	5	40765.628287037034	1ZPqlcxGGwvvth08c7TZ_g	0	Sentiment(polarity=0.285515873015873, subjectivity=0.4801587301587301)	0.011111111111111112	0.05555555555555555
4284	2	6	aWMScQSS56LMFem9-8r3Vw	place that tries their best remember your name tops book dont turned strip mall location most eateries phoenix same boat just northern great location driving wise know joint owned same just opened thirteen north restaurant doors west same plaza food itself usual order this place family swears whiteout pizza ricotta mozzarella romano garlic tomato fresh basil baked freshly tossed dough amazing chicken wings well roast beef italian bread before were quite pleased always bianco parlor cibo some fancy artisan pizza valuetaste ratio money stumpys great neighborhood pizza joint	pCWg4B0R5gauQR4SJ9VDmw	pCWg4B0R5gauQR4SJ9VDmw	4	40713.201053240744	5dKknvq65x-SaluuJjT0Kw	3	Sentiment(polarity=0.284375, subjectivity=0.5046875)	0.011111111111111112	0.05555555555555555
9126	0	2	Zfgx73C65XSAeU41-Zr_pw	this place amazing finest italian food best italian style pizza have ever check pictures walked this italian accented down explained everything pizza brick oven much more chef genius with making italian food very unique this place want pasta pizza many other italian foods price plate very surprised awesome place	pjpUOlJLlkIxBZ5BquA2PA	pjpUOlJLlkIxBZ5BquA2PA	5	41978.8471875	p1f_od_hujlnyySHO9cJJA	0	Sentiment(polarity=0.28121031746031744, subjectivity=0.41884920634920636)	0.0	0.044444444444444446
4923	0	1	87BY4uhe1MTRqOkcEO777A	good thin pizzza wood fired brick oven very interesting toppings very italian delicious olives example pizza little soggy like come here split salad split pizza people gets very crowded noisy during snowbird season friday saturday nights wait over minutes	jG1jcAeDw0pZTHCNC5kw_w	jG1jcAeDw0pZTHCNC5kw_w	4	40237.670625	1hK0e2-LbzVTayPxBZ1Kjg	1	Sentiment(polarity=0.28035714285714286, subjectivity=0.5571428571428572)	0.022222222222222223	0.08888888888888889
1307	0	0	7JtHAvW2W7OTLlV0NnJDkg	first time obsessed definetely worth ride live west valley ordered centurion pizza purista sandwich eggplant parmigiana sandwich looooved foccacia bread delicious pizza crust sauce definetely best italian deli have been will recommend friends family very casual order register they call your number take your food your table waited around minutes pizza sandwiches that made very happy were starving very very family oriented loved that wont disappointed great food friendly staff	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	5	41805.877071759256	wMLZqo--O6-Zb5pZ19KNFw	0	Sentiment(polarity=0.28009740259740257, subjectivity=0.6016666666666666)	0.011111111111111112	0.14444444444444443
4920	0	0	J1Yp0a5zkp7ZnBADBjqoVg	just tried defalcos tonight after featured weekly yelp newsletter cheesesteaks margherita pizza dinner salad enjoyed italian dressing spices just vinegar expected special homemade type dressing since this italian deli both husband cheesesteak they loved roll great that very important whole package meaty well husband liked fact that cheese mixed melted into steak bottom roll laying didnt like fact that they didnt have teenager wellif have teenager know where coming from even though liked like philadelphia sandwich company better will hard right defalcos another quick thing mention taking orders rude attitude doing favor standing here taking your order dont know hung over having first impression	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	4	40749.167974537035	Fx471oyzcBl2Hu6IIIhJog	0	Sentiment(polarity=0.2752513227513227, subjectivity=0.5267857142857143)	0.0	0.14444444444444443
1150	1	0	KNOoC90ZUgBW1A3G5CMeRw	youre craving some good italian deli food this best around extensive menu from pizzas deli sandwiches also italian groceries where pick some great quality meats always order their sandwiches like meatball philly cheese steak portions price just right about only knock have wait time long cant afford long lunch work	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	4	41063.97350694444	bdXsGvf3k-GFGETQSa68ng	0	Sentiment(polarity=0.26857142857142857, subjectivity=0.4319047619047619)	0.0	0.14444444444444443
4272	0	0	s5xlkZq70yuRbMHEgEFl8Q	strange place wouldnt necessarily know good sandwiches bread little harder made fresh house worker pizza great shared slice because couldnt finish other workers also sandwiches they thought theirs were great also fresh meats italian goods there great even just planning authentic italian meal home	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	4	42231.055972222224	pEqVPB_xtb6ymCNbgnqmaA	0	Sentiment(polarity=0.2669642857142857, subjectivity=0.4732142857142857)	0.011111111111111112	0.14444444444444443
893	0	0	4m0DHamo6wCa-7MCtlMgng	best cheese steak arizona best meatball subs west from jersey have eaten down east coast this place real jewel only authentic italian deli have found here arizona cheesesteak italian baguette crispy outside soft inside pasta deli cant wrong here important understand that everything home made takes time more than think approx minutes most orders call your order ahead time then will love coming here often they sell limited quantities pizza dough daily make home amazing cheap	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	5	40510.84605324074	hZFzo6HD06gtj4J7O2ki_Q	0	Sentiment(polarity=0.2617376775271512, subjectivity=0.45167084377610695)	0.0	0.14444444444444443
1625	0	0	qgT2uMQi2bYyAfmPwEF7rg	visiting business close spotted pizza stopped like italian bistro decor also like lunch specials they have pizza slice good side salad basic side salad usually wings were good waitresssuper friendly	7eQoxWr9RzyCB9IFvqHUPA	7eQoxWr9RzyCB9IFvqHUPA	5	42823.86540509259	WsAejVneMXU-_yp_W0b_2A	0	Sentiment(polarity=0.25416666666666665, subjectivity=0.3458333333333334)	0.011111111111111112	0.05555555555555555
6733	0	0	XX-q4Sy3r11TpKciLqsE4A	died parts ordered made hotel rounds them days those hotels downtown terrible only bright spot that night dinners delivered room from pizza metro victor owner delivered them himself eggplant parma linguini carbonara were perfect will never stay that hotel again will definitely having more meals this restaurant great italian food from italiano phyle	VRC7J-ahI4em9ddhihxq5w	VRC7J-ahI4em9ddhihxq5w	5	40756.847395833334	cAIbx77Z0lNSy4mSZbeH_g	0	Sentiment(polarity=0.25, subjectivity=0.69375)	0.011111111111111112	0.05555555555555555
